date,day_of_week,hour,base_price_prob,price_volatility,price_elasticity,base_load_demand,load_volatility,temperature,humidity,weather,weather_code,wind_speed,solar_potential,wind_power_potential,industrial_activity,commercial_activity,residential_activity,total_activity_factor,temperature_effect,is_weekend,is_holiday,season_factor
2023-10-01,Sunday,0,0.0284,0.0135,0.48,7.36,0.098,17.9,79.4,Rainy,2,3.8,0.0,0.068,0.1,0.36,0.33,0.25,0.59,1,1,1.05
2023-10-01,Sunday,1,0.0308,0.0145,0.48,7.35,0.104,23.0,65.4,Sunny,0,5.8,0.0,0.236,0.1,0.36,0.33,0.25,0.4,1,1,1.05
2023-10-01,Sunday,2,0.0294,0.0126,0.48,6.56,0.09,21.2,66.1,Sunny,0,4.9,0.0,0.156,0.1,0.36,0.33,0.25,0.75,1,1,1.05
2023-10-01,Sunday,3,0.0326,0.0168,0.48,6.43,0.121,26.3,61.6,Rainy,2,4.9,0.0,0.161,0.1,0.36,0.33,0.25,0.0,1,1,1.05
2023-10-01,Sunday,4,0.033,0.0142,0.48,7.14,0.101,22.7,55.8,Cloudy,1,5.8,0.0,0.232,0.1,0.36,0.33,0.25,0.46,1,1,1.05
2023-10-01,Sunday,5,0.0352,0.0168,0.48,6.99,0.12,28.7,70.3,Cloudy,1,6.5,0.0,0.289,0.1,0.36,0.33,0.25,0.0,1,1,1.05
2023-10-01,Sunday,6,0.0872,0.0252,0.48,14.06,0.12,26.9,66.3,Cloudy,1,4.6,0.12,0.137,0.1,0.36,0.33,0.25,0.0,1,1,1.05
2023-10-01,Sunday,7,0.0833,0.0219,0.48,16.41,0.105,23.0,64.4,Rainy,2,5.2,0.046,0.183,0.1,1.08,0.99,0.66,0.4,1,1,1.05
2023-10-01,Sunday,8,0.1001,0.0252,0.48,16.89,0.12,26.9,50.9,Foggy,4,4.2,0.12,0.097,0.1,1.08,0.99,0.66,0.0,1,1,1.05
2023-10-01,Sunday,9,0.3829,0.0293,0.48,26.86,0.105,23.1,35.1,Sunny,0,2.8,0.724,0.0,0.1,1.62,0.99,0.82,0.38,1,1,1.05
2023-10-01,Sunday,10,0.5168,0.0276,0.48,30.7,0.101,22.3,56.0,Stormy,3,4.0,0.082,0.084,0.1,1.62,0.66,0.72,0.54,1,1,1.05
2023-10-01,Sunday,11,0.3981,0.0255,0.48,25.36,0.091,18.6,25.8,Sunny,0,3.6,0.88,0.05,0.1,1.62,0.66,0.72,0.73,1,1,1.05
2023-10-01,Sunday,12,0.2447,0.0175,0.48,22.01,0.083,20.4,38.1,Cloudy,1,2.6,0.36,0.0,0.1,1.62,0.66,0.72,0.91,1,1,1.05
2023-10-01,Sunday,13,0.2368,0.0218,0.48,21.71,0.104,17.0,38.4,Cloudy,1,2.1,0.352,0.0,0.1,1.62,0.66,0.72,0.4,1,1,1.05
2023-10-01,Sunday,14,0.2372,0.0251,0.48,22.5,0.119,15.1,33.3,Sunny,0,0.9,0.82,0.0,0.1,1.62,0.66,0.72,0.02,1,1,1.05
2023-10-01,Sunday,15,0.2051,0.0227,0.48,23.45,0.108,16.5,31.3,Sunny,0,0.5,0.724,0.0,0.1,1.62,0.66,0.72,0.3,1,1,1.05
2023-10-01,Sunday,16,0.1996,0.0252,0.48,24.97,0.12,12.6,40.6,Sunny,0,1.1,0.6,0.0,0.1,1.62,0.66,0.72,0.0,1,1,1.05
2023-10-01,Sunday,17,0.2079,0.0252,0.48,24.65,0.12,12.5,62.6,Cloudy,1,2.7,0.182,0.0,0.1,1.62,0.66,0.72,0.0,1,1,1.05
2023-10-01,Sunday,18,0.3579,0.0336,0.48,28.0,0.12,12.5,72.9,Sunny,0,3.1,0.3,0.007,0.1,1.62,0.99,0.82,0.0,1,1,1.05
2023-10-01,Sunday,19,0.4768,0.0324,0.48,31.74,0.116,15.5,50.2,Cloudy,1,0.9,0.0,0.0,0.1,1.62,0.99,0.82,0.11,1,1,1.05
2023-10-01,Sunday,20,0.3591,0.0277,0.48,29.92,0.099,17.6,66.1,Cloudy,1,2.2,0.0,0.0,0.1,1.62,0.99,0.82,0.52,1,1,1.05
2023-10-01,Sunday,21,0.1508,0.0192,0.48,15.13,0.094,18.6,87.9,Stormy,3,2.6,0.0,0.0,0.1,1.62,0.99,0.82,0.71,1,1,1.05
2023-10-01,Sunday,22,0.1399,0.0203,0.48,13.79,0.098,17.9,62.9,Rainy,2,5.5,0.0,0.205,0.1,1.08,0.99,0.66,0.58,1,1,1.05
2023-10-01,Sunday,23,0.1585,0.0178,0.48,12.32,0.085,19.4,69.2,Cloudy,1,5.7,0.0,0.223,0.1,1.08,0.33,0.46,0.88,1,1,1.05
2023-10-02,Monday,0,0.0312,0.0177,0.48,7.64,0.102,17.4,75.8,Rainy,2,5.4,0.0,0.201,0.1,0.3,0.33,0.23,0.48,0,1,1.05
2023-10-02,Monday,1,0.0367,0.0172,0.48,8.38,0.1,22.3,69.9,Rainy,2,6.4,0.0,0.28,0.1,0.3,0.33,0.23,0.54,0,1,1.05
2023-10-02,Monday,2,0.0363,0.0183,0.48,8.72,0.106,23.1,81.1,Rainy,2,5.9,0.0,0.241,0.1,0.3,0.33,0.23,0.38,0,1,1.05
2023-10-02,Monday,3,0.04,0.0195,0.48,8.8,0.112,24.0,64.7,Sunny,0,6.9,0.0,0.329,0.1,0.3,0.33,0.23,0.21,0,1,1.05
2023-10-02,Monday,4,0.0418,0.0197,0.48,7.71,0.112,24.0,82.0,Cloudy,1,6.0,0.0,0.247,0.1,0.3,0.33,0.23,0.19,0,1,1.05
2023-10-02,Monday,5,0.0387,0.021,0.48,7.81,0.12,26.0,66.7,Cloudy,1,7.1,0.0,0.344,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-02,Monday,6,0.1003,0.0315,0.48,16.29,0.12,25.1,61.0,Cloudy,1,5.0,0.12,0.167,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-02,Monday,7,0.1101,0.0282,0.48,19.94,0.107,23.4,50.1,Sunny,0,4.9,0.455,0.155,0.1,0.9,0.99,0.61,0.32,0,1,1.05
2023-10-02,Monday,8,0.1225,0.0315,0.48,18.37,0.12,25.4,38.3,Sunny,0,3.4,0.6,0.036,0.1,0.9,0.99,0.61,0.0,0,1,1.05
2023-10-02,Monday,9,0.4807,0.042,0.48,30.3,0.121,26.0,36.8,Rainy,2,3.6,0.072,0.049,0.1,1.35,0.99,0.74,0.0,0,1,1.05
2023-10-02,Monday,10,0.6366,0.0318,0.48,34.57,0.092,21.3,53.5,Rainy,2,3.6,0.082,0.048,0.1,1.35,0.66,0.64,0.73,0,1,1.05
2023-10-02,Monday,11,0.48,0.0372,0.48,31.64,0.107,23.3,31.5,Rainy,2,3.4,0.088,0.037,0.1,1.35,0.66,0.64,0.34,0,1,1.05
2023-10-02,Monday,12,0.3034,0.0211,0.48,24.94,0.08,19.9,52.3,Sunny,0,0.5,0.9,0.0,0.1,1.35,0.66,0.64,0.99,0,1,1.05
2023-10-02,Monday,13,0.3096,0.0301,0.48,25.19,0.115,15.6,39.9,Sunny,0,0.5,0.88,0.0,0.1,1.35,0.66,0.64,0.13,0,1,1.05
2023-10-02,Monday,14,0.3092,0.0315,0.48,25.43,0.12,14.8,39.0,Sunny,0,0.5,0.82,0.0,0.1,1.35,0.66,0.64,0.0,0,1,1.05
2023-10-02,Monday,15,0.2607,0.0315,0.48,28.57,0.12,14.3,34.5,Sunny,0,0.5,0.724,0.0,0.1,1.35,0.66,0.64,0.0,0,1,1.05
2023-10-02,Monday,16,0.255,0.029,0.48,29.89,0.11,16.2,50.1,Cloudy,1,0.6,0.24,0.0,0.1,1.35,0.66,0.64,0.24,0,1,1.05
2023-10-02,Monday,17,0.251,0.0313,0.48,28.51,0.119,15.1,57.8,Cloudy,1,2.8,0.182,0.0,0.1,1.35,0.66,0.64,0.02,0,1,1.05
2023-10-02,Monday,18,0.4409,0.042,0.48,31.21,0.12,11.6,48.8,Foggy,4,2.6,0.06,0.0,0.1,1.35,0.99,0.74,0.0,0,1,1.05
2023-10-02,Monday,19,0.5995,0.042,0.48,36.67,0.12,11.4,56.4,Cloudy,1,1.5,0.0,0.0,0.1,1.35,0.99,0.74,0.0,0,1,1.05
2023-10-02,Monday,20,0.4534,0.042,0.48,32.11,0.12,13.5,69.9,Cloudy,1,2.3,0.0,0.0,0.1,1.35,0.99,0.74,0.0,0,1,1.05
2023-10-02,Monday,21,0.1913,0.0282,0.48,17.19,0.107,16.6,88.6,Cloudy,1,2.8,0.0,0.0,0.1,1.35,0.99,0.74,0.31,0,1,1.05
2023-10-02,Monday,22,0.1789,0.0226,0.48,17.17,0.086,19.2,80.7,Cloudy,1,3.7,0.0,0.059,0.1,0.9,0.99,0.61,0.85,0,1,1.05
2023-10-02,Monday,23,0.1971,0.023,0.48,15.7,0.088,20.9,67.8,Cloudy,1,6.1,0.0,0.255,0.1,0.9,0.33,0.41,0.81,0,1,1.05
2023-10-03,Tuesday,0,0.0399,0.0171,0.48,7.41,0.098,22.2,83.0,Sunny,0,6.0,0.0,0.251,0.1,0.3,0.33,0.23,0.55,0,1,1.05
2023-10-03,Tuesday,1,0.0425,0.0152,0.48,8.85,0.086,20.9,70.0,Foggy,4,6.1,0.0,0.255,0.1,0.3,0.33,0.23,0.83,0,1,1.05
2023-10-03,Tuesday,2,0.0424,0.0164,0.48,8.53,0.094,21.7,71.5,Sunny,0,5.8,0.0,0.234,0.1,0.3,0.33,0.23,0.65,0,1,1.05
2023-10-03,Tuesday,3,0.0417,0.0174,0.48,7.64,0.099,22.4,84.6,Sunny,0,7.1,0.0,0.34,0.1,0.3,0.33,0.23,0.51,0,1,1.05
2023-10-03,Tuesday,4,0.0341,0.021,0.48,8.98,0.121,26.3,74.3,Rainy,2,6.4,0.0,0.279,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-03,Tuesday,5,0.0342,0.021,0.48,8.47,0.12,27.9,76.8,Sunny,0,5.5,0.0,0.211,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-03,Tuesday,6,0.1178,0.0315,0.48,17.43,0.12,27.2,54.8,Sunny,0,4.2,0.3,0.099,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-03,Tuesday,7,0.1108,0.0287,0.48,19.77,0.11,23.7,56.9,Sunny,0,4.6,0.455,0.133,0.1,0.9,0.99,0.61,0.26,0,1,1.05
2023-10-03,Tuesday,8,0.0983,0.0315,0.48,18.04,0.12,26.1,49.3,Cloudy,1,2.9,0.24,0.0,0.1,0.9,0.99,0.61,0.0,0,1,1.05
2023-10-03,Tuesday,9,0.5023,0.042,0.48,30.23,0.12,26.7,60.6,Sunny,0,3.8,0.724,0.063,0.1,1.35,0.99,0.74,0.0,0,1,1.05
2023-10-03,Tuesday,10,0.6348,0.0417,0.48,36.3,0.12,24.9,44.0,Rainy,2,2.2,0.082,0.0,0.1,1.35,0.66,0.64,0.02,0,1,1.05
2023-10-03,Tuesday,11,0.5001,0.038,0.48,28.77,0.109,23.6,27.4,Cloudy,1,3.7,0.352,0.059,0.1,1.35,0.66,0.64,0.28,0,1,1.05
2023-10-03,Tuesday,12,0.2971,0.0261,0.48,24.84,0.099,22.4,54.9,Sunny,0,0.5,0.9,0.0,0.1,1.35,0.66,0.64,0.52,0,1,1.05
2023-10-03,Tuesday,13,0.286,0.0263,0.48,27.31,0.101,17.5,46.9,Rainy,2,0.5,0.088,0.0,0.1,1.35,0.66,0.64,0.49,0,1,1.05
