date,day_of_week,hour,base_price_prob,price_volatility,price_elasticity,base_load_demand,load_volatility,temperature,humidity,weather,weather_code,wind_speed,solar_potential,wind_power_potential,industrial_activity,commercial_activity,residential_activity,total_activity_factor,temperature_effect,is_weekend,is_holiday,season_factor
2023-10-01,Sunday,0,0.0354,0.0126,0.48,7.21,0.09,18.8,90.4,Sunny,0,3.9,0.0,0.078,0.1,0.36,0.33,0.25,0.75,1,1,1.05
2023-10-01,Sunday,1,0.0294,0.0123,0.48,6.01,0.087,21.0,74.8,Foggy,4,6.3,0.0,0.274,0.1,0.36,0.33,0.25,0.81,1,1,1.05
2023-10-01,Sunday,2,0.031,0.0168,0.48,6.66,0.12,25.4,91.5,Sunny,0,7.2,0.0,0.35,0.1,0.36,0.33,0.25,0.0,1,1,1.05
2023-10-01,Sunday,3,0.0353,0.0152,0.48,6.26,0.108,23.5,72.9,Sunny,0,4.8,0.0,0.148,0.1,0.36,0.33,0.25,0.29,1,1,1.05
2023-10-01,Sunday,4,0.025,0.0165,0.48,7.72,0.12,24.8,56.3,Stormy,3,5.3,0.0,0.195,0.1,0.36,0.33,0.25,0.04,1,1,1.05
2023-10-01,Sunday,5,0.025,0.0149,0.48,6.29,0.107,23.3,77.0,Sunny,0,5.2,0.0,0.181,0.1,0.36,0.33,0.25,0.33,1,1,1.05
2023-10-01,Sunday,6,0.1019,0.0252,0.48,13.99,0.121,27.2,60.1,Rainy,2,4.7,0.03,0.139,0.1,0.36,0.33,0.25,0.0,1,1,1.05
2023-10-01,Sunday,7,0.0785,0.0252,0.48,15.73,0.12,25.8,46.8,Cloudy,1,4.5,0.182,0.129,0.1,1.08,0.99,0.66,0.0,1,1,1.05
2023-10-01,Sunday,8,0.0963,0.0252,0.48,16.19,0.12,25.2,42.0,Cloudy,1,4.9,0.24,0.155,0.1,1.08,0.99,0.66,0.0,1,1,1.05
2023-10-01,Sunday,9,0.39,0.0284,0.48,26.45,0.102,22.7,49.5,Rainy,2,2.8,0.072,0.0,0.1,1.62,0.99,0.82,0.47,1,1,1.05
2023-10-01,Sunday,10,0.5202,0.0259,0.48,28.43,0.093,21.6,34.5,Cloudy,1,2.2,0.328,0.0,0.1,1.62,0.66,0.72,0.69,1,1,1.05
2023-10-01,Sunday,11,0.4005,0.0297,0.48,25.69,0.106,23.2,48.8,Cloudy,1,1.1,0.352,0.0,0.1,1.62,0.66,0.72,0.35,1,1,1.05
2023-10-01,Sunday,12,0.239,0.0176,0.48,22.2,0.084,20.5,42.7,Cloudy,1,2.0,0.36,0.0,0.1,1.62,0.66,0.72,0.91,1,1,1.05
2023-10-01,Sunday,13,0.2377,0.0192,0.48,21.67,0.091,18.5,35.3,Foggy,4,0.5,0.176,0.0,0.1,1.62,0.66,0.72,0.71,1,1,1.05
2023-10-01,Sunday,14,0.2485,0.0239,0.48,24.41,0.115,15.8,34.6,Rainy,2,0.7,0.082,0.0,0.1,1.62,0.66,0.72,0.16,1,1,1.05
2023-10-01,Sunday,15,0.2098,0.0211,0.48,27.33,0.102,17.5,52.7,Stormy,3,1.2,0.072,0.0,0.1,1.62,0.66,0.72,0.49,1,1,1.05
2023-10-01,Sunday,16,0.2126,0.0234,0.48,27.78,0.111,16.1,50.0,Sunny,0,1.0,0.6,0.0,0.1,1.62,0.66,0.72,0.22,1,1,1.05
2023-10-01,Sunday,17,0.2114,0.0252,0.48,25.37,0.12,13.1,63.4,Sunny,0,2.6,0.455,0.0,0.1,1.62,0.66,0.72,0.0,1,1,1.05
