date,day_of_week,hour,base_price_prob,price_volatility,price_elasticity,base_load_demand,load_volatility,temperature,humidity,weather,weather_code,wind_speed,solar_potential,wind_power_potential,industrial_activity,commercial_activity,residential_activity,total_activity_factor,temperature_effect,is_weekend,is_holiday,season_factor
2023-10-01,Sunday,0,0.0349,0.0115,0.48,6.33,0.082,19.7,79.8,Foggy,4,4.8,0.0,0.147,0.1,0.36,0.33,0.25,0.94,1,1,1.05
2023-10-01,Sunday,1,0.026,0.0139,0.48,6.95,0.101,22.5,86.8,Rainy,2,4.6,0.0,0.13,0.1,0.36,0.33,0.25,0.51,1,1,1.05
2023-10-01,Sunday,2,0.0269,0.0133,0.48,7.25,0.095,21.9,71.6,Cloudy,1,6.4,0.0,0.28,0.1,0.36,0.33,0.25,0.62,1,1,1.05
2023-10-01,Sunday,3,0.028,0.0168,0.48,7.64,0.12,25.9,88.3,Cloudy,1,6.7,0.0,0.312,0.1,0.36,0.33,0.25,0.0,1,1,1.05
2023-10-01,Sunday,4,0.0331,0.0168,0.48,6.56,0.12,26.6,63.2,Sunny,0,5.3,0.0,0.19,0.1,0.36,0.33,0.25,0.0,1,1,1.05
2023-10-01,Sunday,5,0.029,0.0168,0.48,7.97,0.121,27.0,64.4,Rainy,2,5.6,0.0,0.214,0.1,0.36,0.33,0.25,0.0,1,1,1.05
2023-10-01,Sunday,6,0.0838,0.0252,0.48,14.19,0.12,25.4,68.1,Sunny,0,5.0,0.3,0.167,0.1,0.36,0.33,0.25,0.0,1,1,1.05
2023-10-01,Sunday,7,0.0822,0.0252,0.48,16.32,0.12,25.6,55.3,Sunny,0,6.1,0.455,0.262,0.1,1.08,0.99,0.66,0.0,1,1,1.05
2023-10-01,Sunday,8,0.1005,0.0228,0.48,17.3,0.109,23.5,62.2,Rainy,2,3.4,0.06,0.03,0.1,1.08,0.99,0.66,0.29,1,1,1.05
2023-10-01,Sunday,9,0.3805,0.0336,0.48,24.88,0.12,25.3,58.9,Sunny,0,2.1,0.724,0.0,0.1,1.62,0.99,0.82,0.0,1,1,1.05
2023-10-01,Sunday,10,0.5045,0.025,0.48,33.51,0.091,21.2,37.5,Stormy,3,3.4,0.082,0.034,0.1,1.62,0.66,0.72,0.77,1,1,1.05
2023-10-01,Sunday,11,0.3959,0.0281,0.48,23.39,0.1,22.5,31.6,Sunny,0,3.1,0.88,0.009,0.1,1.62,0.66,0.72,0.49,1,1,1.05
2023-10-01,Sunday,12,0.2388,0.0188,0.48,22.3,0.09,21.2,41.0,Sunny,0,1.0,0.9,0.0,0.1,1.62,0.66,0.72,0.76,1,1,1.05
2023-10-01,Sunday,13,0.2423,0.0168,0.48,22.36,0.08,20.0,27.7,Cloudy,1,2.7,0.352,0.0,0.1,1.62,0.66,0.72,1.0,1,1,1.05
2023-10-01,Sunday,14,0.2377,0.019,0.48,22.21,0.091,18.7,29.7,Sunny,0,1.2,0.82,0.0,0.1,1.62,0.66,0.72,0.74,1,1,1.05
2023-10-01,Sunday,15,0.2034,0.0231,0.48,25.13,0.11,16.2,43.1,Sunny,0,1.1,0.724,0.0,0.1,1.62,0.66,0.72,0.25,1,1,1.05
2023-10-01,Sunday,16,0.2185,0.0233,0.48,27.81,0.111,16.1,45.0,Cloudy,1,0.5,0.24,0.0,0.1,1.62,0.66,0.72,0.22,1,1,1.05
2023-10-01,Sunday,17,0.2127,0.0246,0.48,25.44,0.118,15.4,40.8,Rainy,2,1.8,0.046,0.0,0.1,1.62,0.66,0.72,0.07,1,1,1.05
2023-10-01,Sunday,18,0.3666,0.0333,0.48,26.9,0.119,15.1,50.5,Sunny,0,0.5,0.3,0.0,0.1,1.62,0.99,0.82,0.03,1,1,1.05
2023-10-01,Sunday,19,0.4877,0.0336,0.48,33.2,0.12,11.3,75.0,Cloudy,1,1.2,0.0,0.0,0.1,1.62,0.99,0.82,0.0,1,1,1.05
2023-10-01,Sunday,20,0.3649,0.0332,0.48,31.52,0.12,15.2,78.9,Rainy,2,2.5,0.0,0.0,0.1,1.62,0.99,0.82,0.03,1,1,1.05
2023-10-01,Sunday,21,0.1403,0.0252,0.48,13.58,0.12,13.0,72.2,Cloudy,1,2.1,0.0,0.0,0.1,1.62,0.99,0.82,0.0,1,1,1.05
2023-10-01,Sunday,22,0.1518,0.023,0.48,14.51,0.11,16.3,85.6,Rainy,2,5.6,0.0,0.214,0.1,1.08,0.99,0.66,0.26,1,1,1.05
2023-10-01,Sunday,23,0.1552,0.0219,0.48,12.97,0.104,17.0,92.7,Cloudy,1,6.0,0.0,0.246,0.1,1.08,0.33,0.46,0.4,1,1,1.05
2023-10-02,Monday,0,0.0432,0.0177,0.48,8.79,0.101,17.4,73.9,Cloudy,1,6.0,0.0,0.253,0.1,0.3,0.33,0.23,0.48,0,1,1.05
2023-10-02,Monday,1,0.0444,0.0182,0.48,7.12,0.104,23.0,92.1,Cloudy,1,5.5,0.0,0.207,0.1,0.3,0.33,0.23,0.41,0,1,1.05
2023-10-02,Monday,2,0.0417,0.0146,0.48,8.59,0.083,20.4,83.1,Cloudy,1,6.7,0.0,0.311,0.1,0.3,0.33,0.23,0.92,0,1,1.05
2023-10-02,Monday,3,0.0429,0.021,0.48,8.08,0.121,26.5,86.7,Rainy,2,6.5,0.0,0.293,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-02,Monday,4,0.0306,0.021,0.48,8.92,0.12,25.4,56.1,Sunny,0,5.0,0.0,0.163,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-02,Monday,5,0.0301,0.021,0.48,7.8,0.12,28.3,66.5,Cloudy,1,6.0,0.0,0.254,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-02,Monday,6,0.1133,0.0315,0.48,17.2,0.12,27.0,45.8,Sunny,0,6.7,0.3,0.306,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-02,Monday,7,0.1001,0.0278,0.48,18.52,0.106,23.2,67.3,Cloudy,1,4.1,0.182,0.088,0.1,0.9,0.99,0.61,0.35,0,1,1.05
2023-10-02,Monday,8,0.1225,0.0315,0.48,18.43,0.12,26.8,55.4,Sunny,0,5.4,0.6,0.202,0.1,0.9,0.99,0.61,0.0,0,1,1.05
2023-10-02,Monday,9,0.4806,0.0376,0.48,28.31,0.107,23.4,42.3,Sunny,0,4.1,0.724,0.094,0.1,1.35,0.99,0.74,0.31,0,1,1.05
2023-10-02,Monday,10,0.6471,0.0378,0.48,32.91,0.108,23.5,51.5,Sunny,0,4.2,0.82,0.102,0.1,1.35,0.66,0.64,0.3,0,1,1.05
2023-10-02,Monday,11,0.4968,0.029,0.48,28.77,0.083,20.4,29.3,Foggy,4,3.3,0.176,0.021,0.1,1.35,0.66,0.64,0.93,0,1,1.05
2023-10-02,Monday,12,0.2904,0.0269,0.48,26.34,0.103,17.2,47.4,Cloudy,1,0.5,0.36,0.0,0.1,1.35,0.66,0.64,0.44,0,1,1.05
2023-10-02,Monday,13,0.3139,0.0276,0.48,27.25,0.105,16.9,45.8,Sunny,0,1.7,0.88,0.0,0.1,1.35,0.66,0.64,0.37,0,1,1.05
2023-10-02,Monday,14,0.2894,0.0228,0.48,27.47,0.087,19.2,32.8,Sunny,0,0.5,0.82,0.0,0.1,1.35,0.66,0.64,0.83,0,1,1.05
2023-10-02,Monday,15,0.277,0.0315,0.48,25.98,0.12,14.6,52.4,Foggy,4,1.0,0.145,0.0,0.1,1.35,0.66,0.64,0.0,0,1,1.05
2023-10-02,Monday,16,0.2697,0.0315,0.48,30.81,0.12,13.5,37.5,Sunny,0,1.4,0.6,0.0,0.1,1.35,0.66,0.64,0.0,0,1,1.05
2023-10-02,Monday,17,0.2698,0.0315,0.48,28.17,0.12,13.2,67.7,Sunny,0,1.5,0.455,0.0,0.1,1.35,0.66,0.64,0.0,0,1,1.05
2023-10-02,Monday,18,0.4558,0.042,0.48,32.82,0.12,12.1,49.5,Cloudy,1,3.1,0.12,0.005,0.1,1.35,0.99,0.74,0.0,0,1,1.05
2023-10-02,Monday,19,0.5997,0.0394,0.48,42.39,0.115,15.9,57.1,Stormy,3,3.2,0.0,0.018,0.1,1.35,0.99,0.74,0.19,0,1,1.05
2023-10-02,Monday,20,0.4467,0.0379,0.48,32.91,0.108,16.5,80.4,Sunny,0,2.4,0.0,0.0,0.1,1.35,0.99,0.74,0.29,0,1,1.05
2023-10-02,Monday,21,0.1863,0.0259,0.48,17.71,0.099,17.7,70.1,Sunny,0,2.5,0.0,0.0,0.1,1.35,0.99,0.74,0.53,0,1,1.05
2023-10-02,Monday,22,0.2016,0.0243,0.48,17.24,0.093,18.4,69.7,Sunny,0,4.4,0.0,0.113,0.1,0.9,0.99,0.61,0.69,0,1,1.05
2023-10-02,Monday,23,0.1778,0.0262,0.48,15.72,0.1,17.5,89.9,Cloudy,1,3.8,0.0,0.068,0.1,0.9,0.33,0.41,0.51,0,1,1.05
2023-10-03,Tuesday,0,0.0415,0.0158,0.48,8.56,0.09,21.3,85.1,Sunny,0,4.6,0.0,0.13,0.1,0.3,0.33,0.23,0.74,0,1,1.05
2023-10-03,Tuesday,1,0.0321,0.0176,0.48,7.76,0.102,22.6,76.7,Rainy,2,6.3,0.0,0.277,0.1,0.3,0.33,0.23,0.48,0,1,1.05
2023-10-03,Tuesday,2,0.0365,0.021,0.48,7.31,0.12,25.0,86.5,Sunny,0,5.6,0.0,0.22,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-03,Tuesday,3,0.0348,0.0189,0.48,9.39,0.11,23.5,76.7,Stormy,3,6.9,0.0,0.329,0.1,0.3,0.33,0.23,0.3,0,1,1.05
2023-10-03,Tuesday,4,0.0427,0.021,0.48,7.51,0.121,25.5,80.5,Rainy,2,4.5,0.0,0.121,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-03,Tuesday,5,0.0338,0.0186,0.48,8.21,0.106,23.3,55.5,Sunny,0,6.9,0.0,0.327,0.1,0.3,0.33,0.23,0.34,0,1,1.05
2023-10-03,Tuesday,6,0.0998,0.0315,0.48,16.15,0.12,25.2,73.2,Sunny,0,4.9,0.3,0.155,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-03,Tuesday,7,0.1041,0.0315,0.48,19.86,0.121,25.4,40.0,Rainy,2,5.5,0.046,0.21,0.1,0.9,0.99,0.61,0.0,0,1,1.05
2023-10-03,Tuesday,8,0.1127,0.03,0.48,19.34,0.114,24.3,42.8,Cloudy,1,3.4,0.24,0.034,0.1,0.9,0.99,0.61,0.14,0,1,1.05
2023-10-03,Tuesday,9,0.4811,0.0368,0.48,27.98,0.105,23.1,38.9,Sunny,0,4.6,0.724,0.131,0.1,1.35,0.99,0.74,0.37,0,1,1.05
2023-10-03,Tuesday,10,0.6355,0.0283,0.48,32.43,0.08,20.1,55.9,Foggy,4,2.4,0.164,0.0,0.1,1.35,0.66,0.64,0.98,0,1,1.05
2023-10-03,Tuesday,11,0.4832,0.0298,0.48,29.6,0.085,20.6,53.3,Sunny,0,3.6,0.88,0.048,0.1,1.35,0.66,0.64,0.87,0,1,1.05
2023-10-03,Tuesday,12,0.3078,0.0225,0.48,26.95,0.086,20.7,39.8,Cloudy,1,0.5,0.36,0.0,0.1,1.35,0.66,0.64,0.86,0,1,1.05
2023-10-03,Tuesday,13,0.2876,0.0211,0.48,26.8,0.081,19.9,26.7,Cloudy,1,0.9,0.352,0.0,0.1,1.35,0.66,0.64,0.99,0,1,1.05
2023-10-03,Tuesday,14,0.2985,0.0315,0.48,26.67,0.12,14.6,54.6,Cloudy,1,1.2,0.328,0.0,0.1,1.35,0.66,0.64,0.0,0,1,1.05
2023-10-03,Tuesday,15,0.2773,0.0294,0.48,26.78,0.112,16.0,50.0,Cloudy,1,1.8,0.29,0.0,0.1,1.35,0.66,0.64,0.2,0,1,1.05
2023-10-03,Tuesday,16,0.2491,0.0307,0.48,33.46,0.119,15.4,50.6,Stormy,3,1.5,0.06,0.0,0.1,1.35,0.66,0.64,0.07,0,1,1.05
2023-10-03,Tuesday,17,0.2669,0.0299,0.48,29.09,0.114,15.8,61.6,Sunny,0,0.5,0.455,0.0,0.1,1.35,0.66,0.64,0.16,0,1,1.05
2023-10-03,Tuesday,18,0.4445,0.042,0.48,33.16,0.12,13.7,67.9,Cloudy,1,0.5,0.12,0.0,0.1,1.35,0.99,0.74,0.0,0,1,1.05
2023-10-03,Tuesday,19,0.5979,0.042,0.48,40.28,0.121,14.8,53.7,Rainy,2,3.4,0.0,0.032,0.1,1.35,0.99,0.74,0.0,0,1,1.05
2023-10-03,Tuesday,20,0.4418,0.042,0.48,33.55,0.12,13.1,57.4,Cloudy,1,3.2,0.0,0.019,0.1,1.35,0.99,0.74,0.0,0,1,1.05
2023-10-03,Tuesday,21,0.1878,0.026,0.48,19.19,0.1,17.6,59.2,Rainy,2,2.1,0.0,0.0,0.1,1.35,0.99,0.74,0.53,0,1,1.05
2023-10-03,Tuesday,22,0.1791,0.0233,0.48,18.28,0.09,18.9,79.7,Rainy,2,5.0,0.0,0.17,0.1,0.9,0.99,0.61,0.78,0,1,1.05
2023-10-03,Tuesday,23,0.1786,0.0232,0.48,16.31,0.088,18.9,67.1,Sunny,0,4.2,0.0,0.102,0.1,0.9,0.33,0.41,0.79,0,1,1.05
2023-10-04,Wednesday,0,0.0586,0.0252,0.34,11.21,0.102,17.4,72.3,Rainy,2,5.9,0.0,0.244,0.8,0.2,0.3,0.47,0.48,0,0,1.05
2023-10-04,Wednesday,1,0.0509,0.0248,0.34,12.54,0.1,22.4,83.3,Rainy,2,6.9,0.0,0.324,0.8,0.2,0.3,0.47,0.52,0,0,1.05
2023-10-04,Wednesday,2,0.0456,0.0286,0.34,10.33,0.114,24.3,72.3,Sunny,0,7.3,0.0,0.359,0.8,0.2,0.3,0.47,0.14,0,0,1.05
2023-10-04,Wednesday,3,0.059,0.0277,0.34,11.63,0.113,23.9,69.8,Stormy,3,6.2,0.0,0.271,0.8,0.2,0.3,0.47,0.23,0,0,1.05
2023-10-04,Wednesday,4,0.0537,0.0245,0.34,11.98,0.097,22.2,73.6,Foggy,4,5.7,0.0,0.223,0.8,0.2,0.3,0.47,0.55,0,0,1.05
2023-10-04,Wednesday,5,0.0469,0.03,0.34,11.98,0.12,28.4,65.5,Sunny,0,5.4,0.0,0.197,0.8,0.2,0.3,0.47,0.0,0,0,1.05
2023-10-04,Wednesday,6,0.17,0.045,0.34,22.83,0.12,26.0,49.8,Cloudy,1,6.2,0.12,0.264,0.8,0.2,0.3,0.47,0.0,0,0,1.05
2023-10-04,Wednesday,7,0.1304,0.045,0.34,24.96,0.121,27.3,54.3,Rainy,2,4.1,0.046,0.091,0.8,0.6,0.9,0.77,0.0,0,0,1.05
