date,day_of_week,hour,base_price_prob,price_volatility,price_elasticity,base_load_demand,load_volatility,temperature,humidity,weather,weather_code,wind_speed,solar_potential,wind_power_potential,industrial_activity,commercial_activity,residential_activity,total_activity_factor,temperature_effect,is_weekend,is_holiday,season_factor
2023-10-01,Sunday,0,0.0327,0.0118,0.48,6.18,0.085,19.4,69.2,Sunny,0,5.5,0.0,0.205,0.1,0.36,0.33,0.25,0.89,1,1,1.05
2023-10-01,Sunday,1,0.0274,0.0128,0.48,7.58,0.091,18.6,69.7,Sunny,0,5.2,0.0,0.187,0.1,0.36,0.33,0.25,0.72,1,1,1.05
2023-10-01,Sunday,2,0.0291,0.0157,0.48,6.91,0.112,24.0,73.2,Cloudy,1,5.3,0.0,0.191,0.1,0.36,0.33,0.25,0.2,1,1,1.05
2023-10-01,Sunday,3,0.029,0.0156,0.48,6.98,0.111,23.9,74.3,Cloudy,1,6.4,0.0,0.281,0.1,0.36,0.33,0.25,0.21,1,1,1.05
2023-10-01,Sunday,4,0.027,0.0168,0.48,6.33,0.12,28.0,57.4,Sunny,0,7.1,0.0,0.342,0.1,0.36,0.33,0.25,0.0,1,1,1.05
2023-10-01,Sunday,5,0.0323,0.0168,0.48,7.61,0.12,27.4,54.2,Sunny,0,5.5,0.0,0.205,0.1,0.36,0.33,0.25,0.0,1,1,1.05
2023-10-01,Sunday,6,0.0816,0.0252,0.48,14.07,0.121,27.2,62.3,Rainy,2,4.9,0.03,0.157,0.1,0.36,0.33,0.25,0.0,1,1,1.05
2023-10-01,Sunday,7,0.0857,0.0252,0.48,15.11,0.12,27.0,54.3,Foggy,4,4.7,0.091,0.145,0.1,1.08,0.99,0.66,0.0,1,1,1.05
2023-10-01,Sunday,8,0.0944,0.0252,0.48,15.63,0.12,25.4,52.5,Sunny,0,5.6,0.6,0.214,0.1,1.08,0.99,0.66,0.0,1,1,1.05
2023-10-01,Sunday,9,0.3837,0.0336,0.48,26.26,0.12,26.3,39.9,Sunny,0,2.1,0.724,0.0,0.1,1.62,0.99,0.82,0.0,1,1,1.05
2023-10-01,Sunday,10,0.5077,0.0325,0.48,28.77,0.116,24.5,42.6,Cloudy,1,3.1,0.328,0.005,0.1,1.62,0.66,0.72,0.1,1,1,1.05
2023-10-01,Sunday,11,0.3852,0.0275,0.48,24.83,0.098,22.3,28.0,Sunny,0,3.5,0.88,0.039,0.1,1.62,0.66,0.72,0.55,1,1,1.05
